recordId,publicSlug,titleRu,field,currentStatus,valueToConfirm,note
work_6b6843f2459361a6,banka-6b6843f2,Банька,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_6b6843f2459361a6,banka-6b6843f2,Банька,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_6b6843f2459361a6,banka-6b6843f2,Банька,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_6b6843f2459361a6,banka-6b6843f2,Банька,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_6b6843f2459361a6,banka-6b6843f2,Банька,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_6b6843f2459361a6,banka-6b6843f2,Банька,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_6b6843f2459361a6,banka-6b6843f2,Банька,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_6b6843f2459361a6,banka-6b6843f2,Банька,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_6b6843f2459361a6,banka-6b6843f2,Банька,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_877d8b298a0a005c,banka-po-chernomu-877d8b29,Банька по-чёрному,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_877d8b298a0a005c,banka-po-chernomu-877d8b29,Банька по-чёрному,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_877d8b298a0a005c,banka-po-chernomu-877d8b29,Банька по-чёрному,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_877d8b298a0a005c,banka-po-chernomu-877d8b29,Банька по-чёрному,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_877d8b298a0a005c,banka-po-chernomu-877d8b29,Банька по-чёрному,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_877d8b298a0a005c,banka-po-chernomu-877d8b29,Банька по-чёрному,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_877d8b298a0a005c,banka-po-chernomu-877d8b29,Банька по-чёрному,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_877d8b298a0a005c,banka-po-chernomu-877d8b29,Банька по-чёрному,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_877d8b298a0a005c,banka-po-chernomu-877d8b29,Банька по-чёрному,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_65ab2682fe1a67b6,beryozovyy-sitets-65ab2682,Берёзовый ситец,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_65ab2682fe1a67b6,beryozovyy-sitets-65ab2682,Берёзовый ситец,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_65ab2682fe1a67b6,beryozovyy-sitets-65ab2682,Берёзовый ситец,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_65ab2682fe1a67b6,beryozovyy-sitets-65ab2682,Берёзовый ситец,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_65ab2682fe1a67b6,beryozovyy-sitets-65ab2682,Берёзовый ситец,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_65ab2682fe1a67b6,beryozovyy-sitets-65ab2682,Берёзовый ситец,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_65ab2682fe1a67b6,beryozovyy-sitets-65ab2682,Берёзовый ситец,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_65ab2682fe1a67b6,beryozovyy-sitets-65ab2682,Берёзовый ситец,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_65ab2682fe1a67b6,beryozovyy-sitets-65ab2682,Берёзовый ситец,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_a3166640c91cde9e,beskonechnost-a3166640,Бесконечность,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_a3166640c91cde9e,beskonechnost-a3166640,Бесконечность,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_a3166640c91cde9e,beskonechnost-a3166640,Бесконечность,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_a3166640c91cde9e,beskonechnost-a3166640,Бесконечность,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_a3166640c91cde9e,beskonechnost-a3166640,Бесконечность,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_a3166640c91cde9e,beskonechnost-a3166640,Бесконечность,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_a3166640c91cde9e,beskonechnost-a3166640,Бесконечность,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_a3166640c91cde9e,beskonechnost-a3166640,Бесконечность,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_a3166640c91cde9e,beskonechnost-a3166640,Бесконечность,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_e3ae0b7b34eee383,boldino-e3ae0b7b,Болдино,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_e3ae0b7b34eee383,boldino-e3ae0b7b,Болдино,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_e3ae0b7b34eee383,boldino-e3ae0b7b,Болдино,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_e3ae0b7b34eee383,boldino-e3ae0b7b,Болдино,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_e3ae0b7b34eee383,boldino-e3ae0b7b,Болдино,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_e3ae0b7b34eee383,boldino-e3ae0b7b,Болдино,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_e3ae0b7b34eee383,boldino-e3ae0b7b,Болдино,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_e3ae0b7b34eee383,boldino-e3ae0b7b,Болдино,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_e3ae0b7b34eee383,boldino-e3ae0b7b,Болдино,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_b87577b8f5dee400,buket-sireni-na-stule-b87577b8,Букет сирени на стуле,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_b87577b8f5dee400,buket-sireni-na-stule-b87577b8,Букет сирени на стуле,artistTitle,needs_owner_input,,"Подтвердите авторское название, если оно существует."
work_b87577b8f5dee400,buket-sireni-na-stule-b87577b8,Букет сирени на стуле,creationDate,unknown,,Укажите год или диапазон создания.
work_b87577b8f5dee400,buket-sireni-na-stule-b87577b8,Букет сирени на стуле,materialsTechniques,unknown,,Укажите основу и технику.
work_b87577b8f5dee400,buket-sireni-na-stule-b87577b8,Букет сирени на стуле,dimensions,unknown,,Укажите размеры в сантиметрах и порядок осей.
work_b87577b8f5dee400,buket-sireni-na-stule-b87577b8,Букет сирени на стуле,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_b87577b8f5dee400,buket-sireni-na-stule-b87577b8,Букет сирени на стуле,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_b87577b8f5dee400,buket-sireni-na-stule-b87577b8,Букет сирени на стуле,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_b87577b8f5dee400,buket-sireni-na-stule-b87577b8,Букет сирени на стуле,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_b87577b8f5dee400,buket-sireni-na-stule-b87577b8,Букет сирени на стуле,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_b87577b8f5dee400,buket-sireni-na-stule-b87577b8,Букет сирени на стуле,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_b87577b8f5dee400,buket-sireni-na-stule-b87577b8,Букет сирени на стуле,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_b87577b8f5dee400,buket-sireni-na-stule-b87577b8,Букет сирени на стуле,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_6f959ae075c043c3,buzina-6f959ae0,Бузина,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_6f959ae075c043c3,buzina-6f959ae0,Бузина,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_6f959ae075c043c3,buzina-6f959ae0,Бузина,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_6f959ae075c043c3,buzina-6f959ae0,Бузина,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_6f959ae075c043c3,buzina-6f959ae0,Бузина,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_6f959ae075c043c3,buzina-6f959ae0,Бузина,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_6f959ae075c043c3,buzina-6f959ae0,Бузина,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_6f959ae075c043c3,buzina-6f959ae0,Бузина,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_6f959ae075c043c3,buzina-6f959ae0,Бузина,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_04e5e8eececffd6b,cheryomukha-04e5e8ee,Черёмуха,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_04e5e8eececffd6b,cheryomukha-04e5e8ee,Черёмуха,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_04e5e8eececffd6b,cheryomukha-04e5e8ee,Черёмуха,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_04e5e8eececffd6b,cheryomukha-04e5e8ee,Черёмуха,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_04e5e8eececffd6b,cheryomukha-04e5e8ee,Черёмуха,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_04e5e8eececffd6b,cheryomukha-04e5e8ee,Черёмуха,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_04e5e8eececffd6b,cheryomukha-04e5e8ee,Черёмуха,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_04e5e8eececffd6b,cheryomukha-04e5e8ee,Черёмуха,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_04e5e8eececffd6b,cheryomukha-04e5e8ee,Черёмуха,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_8466d15336a0b485,cheryomukha-8466d153,Черёмуха,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_8466d15336a0b485,cheryomukha-8466d153,Черёмуха,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_8466d15336a0b485,cheryomukha-8466d153,Черёмуха,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_8466d15336a0b485,cheryomukha-8466d153,Черёмуха,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_8466d15336a0b485,cheryomukha-8466d153,Черёмуха,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_8466d15336a0b485,cheryomukha-8466d153,Черёмуха,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_8466d15336a0b485,cheryomukha-8466d153,Черёмуха,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_8466d15336a0b485,cheryomukha-8466d153,Черёмуха,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_8466d15336a0b485,cheryomukha-8466d153,Черёмуха,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_89a8ccee79f8495b,cheryomukha-89a8ccee,Черёмуха,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_89a8ccee79f8495b,cheryomukha-89a8ccee,Черёмуха,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_89a8ccee79f8495b,cheryomukha-89a8ccee,Черёмуха,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_89a8ccee79f8495b,cheryomukha-89a8ccee,Черёмуха,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_89a8ccee79f8495b,cheryomukha-89a8ccee,Черёмуха,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_89a8ccee79f8495b,cheryomukha-89a8ccee,Черёмуха,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_89a8ccee79f8495b,cheryomukha-89a8ccee,Черёмуха,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_89a8ccee79f8495b,cheryomukha-89a8ccee,Черёмуха,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_89a8ccee79f8495b,cheryomukha-89a8ccee,Черёмуха,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_d98d2ed445ea6a4e,cheryomukha-d98d2ed4,Черёмуха,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_d98d2ed445ea6a4e,cheryomukha-d98d2ed4,Черёмуха,creationDate,unknown,,Укажите год или диапазон создания.
work_d98d2ed445ea6a4e,cheryomukha-d98d2ed4,Черёмуха,materialsTechniques,unknown,,Укажите основу и технику.
work_d98d2ed445ea6a4e,cheryomukha-d98d2ed4,Черёмуха,dimensions,unknown,,Укажите размеры в сантиметрах и порядок осей.
work_d98d2ed445ea6a4e,cheryomukha-d98d2ed4,Черёмуха,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_d98d2ed445ea6a4e,cheryomukha-d98d2ed4,Черёмуха,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_d98d2ed445ea6a4e,cheryomukha-d98d2ed4,Черёмуха,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_d98d2ed445ea6a4e,cheryomukha-d98d2ed4,Черёмуха,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_d98d2ed445ea6a4e,cheryomukha-d98d2ed4,Черёмуха,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_d98d2ed445ea6a4e,cheryomukha-d98d2ed4,Черёмуха,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_d98d2ed445ea6a4e,cheryomukha-d98d2ed4,Черёмуха,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_d98d2ed445ea6a4e,cheryomukha-d98d2ed4,Черёмуха,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_99b0a5af850889bc,dary-leta-99b0a5af,Дары лета,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_99b0a5af850889bc,dary-leta-99b0a5af,Дары лета,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_99b0a5af850889bc,dary-leta-99b0a5af,Дары лета,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_99b0a5af850889bc,dary-leta-99b0a5af,Дары лета,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_99b0a5af850889bc,dary-leta-99b0a5af,Дары лета,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_99b0a5af850889bc,dary-leta-99b0a5af,Дары лета,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_99b0a5af850889bc,dary-leta-99b0a5af,Дары лета,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_99b0a5af850889bc,dary-leta-99b0a5af,Дары лета,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_99b0a5af850889bc,dary-leta-99b0a5af,Дары лета,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_639ff32744b63857,derevenskiy-dvor-s-polennitsey-639ff327,Деревенский двор с поленницей,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_639ff32744b63857,derevenskiy-dvor-s-polennitsey-639ff327,Деревенский двор с поленницей,artistTitle,needs_owner_input,,"Подтвердите авторское название, если оно существует."
work_639ff32744b63857,derevenskiy-dvor-s-polennitsey-639ff327,Деревенский двор с поленницей,creationDate,unknown,,Укажите год или диапазон создания.
work_639ff32744b63857,derevenskiy-dvor-s-polennitsey-639ff327,Деревенский двор с поленницей,materialsTechniques,unknown,,Укажите основу и технику.
work_639ff32744b63857,derevenskiy-dvor-s-polennitsey-639ff327,Деревенский двор с поленницей,dimensions,unknown,,Укажите размеры в сантиметрах и порядок осей.
work_639ff32744b63857,derevenskiy-dvor-s-polennitsey-639ff327,Деревенский двор с поленницей,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_639ff32744b63857,derevenskiy-dvor-s-polennitsey-639ff327,Деревенский двор с поленницей,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_639ff32744b63857,derevenskiy-dvor-s-polennitsey-639ff327,Деревенский двор с поленницей,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_639ff32744b63857,derevenskiy-dvor-s-polennitsey-639ff327,Деревенский двор с поленницей,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_639ff32744b63857,derevenskiy-dvor-s-polennitsey-639ff327,Деревенский двор с поленницей,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_639ff32744b63857,derevenskiy-dvor-s-polennitsey-639ff327,Деревенский двор с поленницей,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_639ff32744b63857,derevenskiy-dvor-s-polennitsey-639ff327,Деревенский двор с поленницей,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_639ff32744b63857,derevenskiy-dvor-s-polennitsey-639ff327,Деревенский двор с поленницей,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_30d1479ac101aae6,derevyannyy-mostik-cherez-ruchey-30d1479a,Деревянный мостик через ручей,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_30d1479ac101aae6,derevyannyy-mostik-cherez-ruchey-30d1479a,Деревянный мостик через ручей,artistTitle,needs_owner_input,,"Подтвердите авторское название, если оно существует."
work_30d1479ac101aae6,derevyannyy-mostik-cherez-ruchey-30d1479a,Деревянный мостик через ручей,creationDate,unknown,,Укажите год или диапазон создания.
work_30d1479ac101aae6,derevyannyy-mostik-cherez-ruchey-30d1479a,Деревянный мостик через ручей,materialsTechniques,unknown,,Укажите основу и технику.
work_30d1479ac101aae6,derevyannyy-mostik-cherez-ruchey-30d1479a,Деревянный мостик через ручей,dimensions,unknown,,Укажите размеры в сантиметрах и порядок осей.
work_30d1479ac101aae6,derevyannyy-mostik-cherez-ruchey-30d1479a,Деревянный мостик через ручей,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_30d1479ac101aae6,derevyannyy-mostik-cherez-ruchey-30d1479a,Деревянный мостик через ручей,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_30d1479ac101aae6,derevyannyy-mostik-cherez-ruchey-30d1479a,Деревянный мостик через ручей,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_30d1479ac101aae6,derevyannyy-mostik-cherez-ruchey-30d1479a,Деревянный мостик через ручей,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_30d1479ac101aae6,derevyannyy-mostik-cherez-ruchey-30d1479a,Деревянный мостик через ручей,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_30d1479ac101aae6,derevyannyy-mostik-cherez-ruchey-30d1479a,Деревянный мостик через ручей,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_30d1479ac101aae6,derevyannyy-mostik-cherez-ruchey-30d1479a,Деревянный мостик через ручей,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_30d1479ac101aae6,derevyannyy-mostik-cherez-ruchey-30d1479a,Деревянный мостик через ручей,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_4d91d757a7d09fa2,dogoraet-den-4d91d757,Догорает день,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_4d91d757a7d09fa2,dogoraet-den-4d91d757,Догорает день,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_4d91d757a7d09fa2,dogoraet-den-4d91d757,Догорает день,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_4d91d757a7d09fa2,dogoraet-den-4d91d757,Догорает день,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_4d91d757a7d09fa2,dogoraet-den-4d91d757,Догорает день,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_4d91d757a7d09fa2,dogoraet-den-4d91d757,Догорает день,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_4d91d757a7d09fa2,dogoraet-den-4d91d757,Догорает день,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_4d91d757a7d09fa2,dogoraet-den-4d91d757,Догорает день,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_4d91d757a7d09fa2,dogoraet-den-4d91d757,Догорает день,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_38ae0a6796e12026,dom-u-pruda-sredi-beryoz-38ae0a67,Дом у пруда среди берёз,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_38ae0a6796e12026,dom-u-pruda-sredi-beryoz-38ae0a67,Дом у пруда среди берёз,artistTitle,needs_owner_input,,"Подтвердите авторское название, если оно существует."
work_38ae0a6796e12026,dom-u-pruda-sredi-beryoz-38ae0a67,Дом у пруда среди берёз,creationDate,unknown,,Укажите год или диапазон создания.
work_38ae0a6796e12026,dom-u-pruda-sredi-beryoz-38ae0a67,Дом у пруда среди берёз,materialsTechniques,unknown,,Укажите основу и технику.
work_38ae0a6796e12026,dom-u-pruda-sredi-beryoz-38ae0a67,Дом у пруда среди берёз,dimensions,unknown,,Укажите размеры в сантиметрах и порядок осей.
work_38ae0a6796e12026,dom-u-pruda-sredi-beryoz-38ae0a67,Дом у пруда среди берёз,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_38ae0a6796e12026,dom-u-pruda-sredi-beryoz-38ae0a67,Дом у пруда среди берёз,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_38ae0a6796e12026,dom-u-pruda-sredi-beryoz-38ae0a67,Дом у пруда среди берёз,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_38ae0a6796e12026,dom-u-pruda-sredi-beryoz-38ae0a67,Дом у пруда среди берёз,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_38ae0a6796e12026,dom-u-pruda-sredi-beryoz-38ae0a67,Дом у пруда среди берёз,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
